# pdufa.bio conference run-up study, 1,425 presentations 2017-2026. License: CC BY 4.0. Tier column is point-in-time market cap. Returns in percent, anchored on the meeting start date. Not investment advice.
ticker,company,conf,year,cap_tier_pit,runup_30d,runup_20d,runup_10d,runup_5d,event_day,post_5d,post_10d
BGNE,BeiGene Ltd.,ESMO,2023,,-21.04,-13.22,-4.39,-5.02,4.69,12.95,18.72
MGTX,MeiraGTx Holdings plc,AAO,2022,small,-12.4,-5.93,-3.22,4.86,6.78,-8.32,2.26
FHTX,Foghorn Therapeutics Inc.,ESMO,2023,micro,-61.16,-52.04,-15.03,-17.65,7.14,18.71,18.2
EPIX,ESSA Pharma Inc.,ESMO,2023,,62.77,61.62,56.12,42.11,-15.03,4.79,13.51
BMY,Bristol-Myers Squibb Company,ESMO,2023,large,-7.15,-4.56,-0.26,-1.24,-0.6,-9.23,-6.5
ARVN,Arvinas Inc.,ESMO,2023,small,-46.77,-30.11,-22.44,-11.62,-0.47,1.69,14.16
ALPMY,Astellas Pharma Inc. ADR,ESMO,2023,,-16.38,-13.71,-9.18,-2.2,3.93,0.8,-5.14
LLY,Eli Lilly and Company,ESMO,2023,large,-1.83,5.86,2.25,-5.19,1.33,-3.24,1.8
AGEN,Agenus Inc.,ESMO,2023,small,-26.72,-21.58,-11.49,-18.73,-15.6,-11.13,-12.58
BMY,Bristol-Myers Squibb Company,ESMO,2023,large,-7.15,-4.56,-0.26,-1.24,-0.6,-9.23,-6.5
PFE,Pfizer Inc.,ESMO,2023,large,-9.69,-7.06,-7.68,-7.87,-0.72,-0.33,1.73
STRO,Sutro Biopharma Inc.,ASH,2022,small,3.32,3.03,7.02,1.08,1.87,-1.2,-10.17
DTIL,Precision BioSciences Inc.,ASH,2023,micro,-8.78,14.41,27.36,33.66,-7.41,1.48,-10.37
MRK,Merck & Company Inc.,ASH,2022,large,8.44,0.83,1.6,-0.81,1.02,-0.13,-1.95
KROS,Keros Therapeutics Inc.,ASH,2022,small,-2.16,7.88,3.95,-0.58,4.14,-5.57,-10.46
TAK,Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of),ASH,2022,large,13.48,8.16,2.96,2.88,1.74,-0.13,2.94
ADCT,ADC Therapeutics SA,ASH,2022,micro,-32.31,-24.39,-8.82,-11.68,3.55,-1.94,7.1
RIGL,Rigel Pharmaceuticals Inc.,ASH,2022,micro,20.25,11.78,22.78,-8.11,23.71,44.33,42.04
GLTO,Galecto Inc.,ASH,2022,,-20.63,-13.79,2.74,4.17,2.67,-14.67,-29.33
IPHA,Innate Pharma S.A.,ASH,2022,micro,-1.4,-7.42,-5.36,1.44,8.02,25.0,48.11
AZN,AstraZeneca PLC,ASH,2022,,21.9,12.6,4.14,1.97,0.04,-2.1,-2.0
PFE,Pfizer Inc.,ASH,2022,large,9.04,8.66,4.34,1.95,2.61,-0.7,-1.14
TGTX,TG Therapeutics Inc.,ASH,2023,small,25.83,23.1,15.86,-1.63,13.88,33.24,24.05
BLUE,bluebird bio Inc.,ASH,2022,,20.03,-0.4,1.63,-6.49,9.21,-4.14,-9.21
FATE,Fate Therapeutics Inc.,ASH,2022,small,-13.3,-17.68,-1.87,-7.35,-13.39,-32.54,-46.03
CRBU,Caribou Biosciences Inc.,ASH,2022,small,-8.19,-13.58,5.04,-1.86,-8.58,-24.41,-36.9
ADPT,Adaptive Biotechnologies Corporation,ASH,2022,small,8.41,-11.67,1.35,0.0,5.94,-12.0,-13.33
BMY,Bristol-Myers Squibb Company,ASH,2022,large,2.6,3.78,-0.39,-2.32,-1.88,-7.19,-7.89
REGN,Regeneron Pharmaceuticals Inc.,ASH,2022,large,-0.09,2.13,1.16,-0.71,-0.33,-3.86,-5.16
ZLAB,Zai Lab Limited,ASH,2022,large,49.05,-6.25,14.01,4.95,1.86,-15.06,-16.69
ABBV,AbbVie Inc.,ASH,2022,large,10.47,8.59,2.92,-0.54,1.06,-0.96,-0.04
GMAB,Genmab A/S,ASH,2022,,16.4,8.75,1.49,-1.17,0.95,-5.41,-6.0
BPMC,Blueprint Medicines Corporation,AAAAI,2023,,-24.06,-20.53,-11.82,-17.85,11.59,14.35,15.41
ALPN,Alpine Immune Sciences Inc.,AAD,2023,,7.64,2.63,7.91,15.77,-6.75,-18.51,-5.82
VRTX,Vertex Pharmaceuticals Incorporated,AAD,2023,large,-1.74,0.72,1.42,0.79,2.33,4.29,6.95
EDSA,Edesa Biotech Inc.,AAD,2023,nano,-33.11,-30.77,-32.65,-20.8,5.05,4.04,1.01
MRK,Merck & Company Inc.,ACC,2023,large,-2.78,3.83,-2.41,-2.27,4.11,-1.08,-0.96
AMGN,Amgen Inc.,ACC,2023,large,-10.8,-4.23,-2.38,0.15,-2.59,-0.69,-0.04
RHHBY,Roche Holding AG ADR,ACC,2023,,-8.84,-4.22,-3.64,-0.65,-3.1,-0.41,-3.73
ARWR,Arrowhead Pharmaceuticals Inc.,ACC,2023,mid,-4.18,-11.95,-4.15,-0.77,-5.72,-18.33,-22.53
BCRX,BioCryst Pharmaceuticals Inc.,AAAAI,2023,small,-11.82,-13.99,-11.74,-10.78,-2.75,-2.86,-8.68
DCOY,Decoy Therapeutics Inc.,ASH,2022,nano,-9.36,-2.13,-9.36,11.52,-3.26,-21.74,-38.04
CLDX,Celldex Therapeutics Inc.,AAAAI,2023,small,-15.41,-13.25,-7.92,-6.74,6.66,12.19,7.58
DBVT,DBV Technologies S.A.,AAAAI,2023,micro,-10.97,4.55,1.47,6.98,1.45,4.35,17.39
PHVS,Pharvaris N.V.,AAAAI,2023,micro,-1.14,-8.17,-8.76,2.98,-6.13,0.58,-26.71
AQST,Aquestive Therapeutics Inc.,AAAAI,2023,nano,-17.09,-8.49,-5.77,-0.44,-3.33,-3.06,-2.54
TSVT,2seventy bio Inc.,EHA,2023,,52.28,23.93,-1.51,-7.64,-2.68,4.9,5.29
BMY,Bristol-Myers Squibb Company,EHA,2023,large,-0.69,-0.15,-1.33,-3.98,2.35,-0.53,-2.1
CMPX,Compass Therapeutics Inc.,ASCO-GI,2023,small,-7.06,-10.43,-16.96,-19.96,-12.11,-6.18,-5.7
ZYME,Zymeworks Inc.,ASCO-GI,2023,small,31.23,47.28,30.38,21.36,0.0,-2.5,-7.5
BGNE,BeiGene Ltd.,ASCO-GI,2023,,39.11,30.18,23.06,10.05,-2.09,-1.44,-5.42
ONC,BeOne Medicines Ltd.,ASCO-GI,2023,large,39.11,30.18,23.06,10.05,-2.09,-1.44,-5.42
ARWR,Arrowhead Pharmaceuticals Inc.,AHA,2022,mid,14.61,11.38,8.43,-2.44,-1.94,-2.62,-12.13
INKT,MiNK Therapeutics Inc.,SITC,2022,micro,21.36,28.21,19.05,11.11,20.0,18.96,2.8
IMA,ImageneBio Inc.,SITC,2022,micro,-40.86,-31.46,-22.81,-15.38,-3.64,-4.55,7.27
IKNA,"Ikena Oncology,",SITC,2022,,-40.86,-31.46,-22.81,-15.38,-3.64,-4.55,7.27
VCNX,Vaccinex Inc.,SITC,2022,nano,16.33,7.55,-5.0,0.0,5.26,-7.02,-22.81
BMY,Bristol-Myers Squibb Company,SITC,2022,large,11.25,12.73,6.94,1.66,-4.79,-3.28,-0.68
IGMS,IGM Biosciences Inc.,SITC,2022,,-18.02,-18.75,-12.47,-6.11,21.69,49.42,28.49
BRNS,Barinthus Biotherapeutics plc American Depositary Shares,AASLD,2022,micro,-13.68,-10.47,-1.85,-4.33,-12.83,-7.17,-12.83
AMGN,Amgen Inc.,AHA,2022,large,18.59,15.89,2.95,-0.48,8.68,6.04,7.11
AZN,AstraZeneca PLC,AHA,2022,,14.78,8.44,10.08,3.01,1.08,5.42,8.19
AIM,AIM ImmunoTech Inc.,SITC,2022,nano,-13.34,6.12,-8.78,-1.89,-3.84,-11.53,-21.16
ONCY,Oncolytics Biotech Inc.,SITC,2022,micro,7.69,3.28,-0.79,0.0,41.27,25.4,7.14
REGN,Regeneron Pharmaceuticals Inc.,AHA,2022,large,7.89,1.27,0.42,-1.14,1.59,0.24,-0.17
NTLA,Intellia Therapeutics Inc.,AHA,2022,mid,-6.01,-6.21,4.66,-3.49,-2.77,4.63,-4.97
LXRX,Lexicon Pharmaceuticals Inc.,ASN,2022,small,-10.73,-3.26,7.22,-3.26,-0.96,12.02,5.29
SCYX,SCYNEXIS Inc.,IDWEEK,2022,,-11.81,2.14,-7.72,-15.55,-2.09,-3.35,-6.69
CVM,Cel-Sci Corporation,ESMO,2022,micro,-17.71,-17.28,-4.24,0.0,0.63,-2.22,9.81
CLSD,Clearside Biomedical Inc.,AAO,2022,,-20.42,-16.91,-8.13,4.63,21.24,14.16,5.31
RGNX,REGENXBIO Inc.,AAO,2022,small,-15.53,-10.77,2.68,18.57,-14.49,-16.84,-10.22
AURA,Aura Biosciences Inc.,AAO,2022,small,10.56,38.32,20.4,23.77,-22.02,-23.95,-22.9
ADPT,Adaptive Biotechnologies Corporation,ASH,2022,small,8.41,-11.67,1.35,0.0,5.94,-12.0,-13.33
VRTX,Vertex Pharmaceuticals Incorporated,ASH,2022,large,-0.53,2.95,-0.98,-1.69,-1.64,-6.61,-7.98
ALPN,Alpine Immune Sciences Inc.,ASH,2022,,2.03,4.68,-4.88,-10.39,2.81,8.77,2.65
MGTA,Dianthus Therapeutics Inc Com,ASH,2022,,-12.0,-18.52,-3.51,-11.29,-3.64,-24.55,-66.36
KYKOF,Kyowa Kirin Co. Ltd.,ASH,2022,,-2.79,-2.79,-2.92,0.0,1.03,1.03,0.0
BMY,Bristol-Myers Squibb Company,ASH,2022,large,2.6,3.78,-0.39,-2.32,-1.88,-7.19,-7.89
INAB,IN8bio Inc.,ASH,2022,micro,27.57,38.01,57.33,-3.28,-8.05,-26.69,-22.88
APVO,Aptevo Therapeutics Inc.,ASH,2022,nano,16.15,10.25,20.17,10.25,-17.94,-42.41,-41.26
LGND,Ligand Pharmaceuticals Incorporated,ASH,2022,small,15.46,-22.11,-11.49,-9.01,0.32,2.62,3.2
ACET,Adicet Bio Inc.,ASH,2022,small,0.47,-18.81,3.41,-14.46,-37.52,-51.48,-55.3
BMY,Bristol-Myers Squibb Company,ASH,2022,large,2.6,3.78,-0.39,-2.32,-1.88,-7.19,-7.89
WHWK,Whitehawk Therapeutics Inc.,ASCO,2023,micro,1.13,0.12,5.22,4.13,1.61,-2.48,-0.62
KPTI,Karyopharm Therapeutics Inc.,ASH,2022,small,-7.3,-16.96,-3.89,-10.13,-25.32,-36.81,-47.23
TSVT,2seventy bio Inc.,ASH,2022,,-10.83,-18.62,-10.42,-11.52,-8.02,-24.14,-36.79
AZN,AstraZeneca PLC,ASH,2022,,21.9,12.6,4.14,1.97,0.04,-2.1,-2.0
AZN,AstraZeneca PLC,SABCS,2022,,18.8,12.86,4.17,-1.63,2.54,1.46,-1.16
ONCY,Oncolytics Biotech Inc.,SABCS,2022,micro,31.78,-4.49,18.88,-19.81,-0.59,7.65,4.12
OLMA,Olema Pharmaceuticals Inc.,SABCS,2022,micro,-30.25,-20.45,-1.97,-13.24,-0.4,-1.61,-8.84
ACIU,AC Immune SA,CTAD,2022,micro,-9.25,-11.46,-0.39,-0.78,0.78,-9.8,-20.0
CADL,Candel Therapeutics Inc.,SNO,2022,micro,-41.32,25.68,13.41,12.05,-4.84,-1.61,1.08
ONC,BeOne Medicines Ltd.,ASCO,2023,large,-12.03,-8.98,-2.25,-4.03,-0.54,-6.23,-15.74
BPMC,Blueprint Medicines Corporation,ASCO,2023,,18.7,3.54,6.36,0.81,-0.38,-1.01,9.93
DSNKY,"Daiichi Sankyo Co., Ltd. ADR",ASCO,2023,,-4.5,-1.27,-4.9,4.78,2.6,7.4,-2.84
GILD,Gilead Sciences Inc.,ASCO,2023,large,-10.03,-2.33,-1.22,1.04,-2.17,-0.04,-0.23
RCUS,Arcus Biosciences Inc.,ASCO,2023,small,5.1,7.41,15.0,-4.63,-4.0,-4.28,-9.8
MRK,Merck & Company Inc.,ASCO,2023,large,-2.47,-4.38,-2.57,1.31,-2.23,-2.36,-2.04
AGEN,Agenus Inc.,SGO,2023,small,-32.88,-24.37,-12.87,-9.15,-0.67,5.37,-8.05
AZN,AstraZeneca PLC,ASCO,2023,,-3.04,-0.93,-2.54,1.78,-1.14,1.18,1.45
CGEN,Compugen Ltd.,ASCO,2023,micro,69.35,66.67,38.16,-0.94,20.95,31.43,22.86
PFE,Pfizer Inc.,ASCO,2023,large,-4.6,-0.34,4.32,2.02,0.03,4.01,2.55
AFMD,Affimed N.V.,ASCO,2023,,3.29,-0.34,-18.7,6.04,-14.01,-16.74,-20.84
ELEV,Elevation Oncology Inc.,ASCO,2023,,93.44,-10.38,-7.09,-29.48,-18.08,-51.41,-55.37
CGEM,Cullinan Therapeutics Inc.,ASCO,2023,small,-2.41,9.92,14.83,4.78,16.71,20.7,24.12
PGEN,Precigen Inc.,ASCO,2023,small,5.74,5.74,0.0,5.74,0.78,-1.55,-3.49
CHRS,Coherus Oncology Inc.,ASCO,2023,small,-46.39,-39.7,-1.98,2.3,18.43,20.9,-13.71
AGEN,Agenus Inc.,ASCO,2023,small,-10.11,1.91,14.29,10.34,15.62,25.0,16.87
BMY,Bristol-Myers Squibb Company,ASCO,2023,large,-6.85,-3.64,-0.27,2.88,-0.27,-1.37,0.56
TCRT,Alaunos Therapeutics Inc.,ASCO,2023,micro,-1.88,-14.58,-20.57,0.05,-5.09,-8.59,-4.04
BCEL,Atreca Inc.,ASCO,2023,,9.91,-0.2,-14.7,-2.16,9.22,22.24,13.23
PGEN,Precigen Inc.,ASCO,2023,small,5.74,5.74,0.0,5.74,0.78,-1.55,-3.49
IMMP,Immutep Limited,ASCO,2023,small,26.99,26.22,-15.51,-2.82,5.31,-2.9,0.0
BGNE,BeiGene Ltd.,ASCO,2023,,-12.03,-8.98,-2.25,-4.03,-0.54,-6.23,-15.74
HURA,TuHURA Biosciences Inc.,ASCO,2023,nano,6.77,2.97,20.49,14.52,-7.78,-2.02,-0.86
CLLS,Cellectis S.A.,ASCO,2023,micro,4.74,4.74,14.37,8.74,2.51,1.51,-0.56
ALLO,Allogene Therapeutics Inc.,ASCO,2023,small,3.7,-15.0,-7.73,1.45,4.81,2.32,-14.26
COGT,Cogent Biosciences Inc.,ASCO,2023,small,15.39,15.6,15.7,15.49,0.46,-5.55,-5.47
DAWN,Day One Biopharmaceuticals Inc.,ASCO,2023,,-0.73,-0.58,1.8,9.06,5.66,-7.79,1.47
CUE,Cue Biopharma Inc.,ASCO,2023,micro,11.08,-15.95,-2.14,5.12,-8.03,-7.79,-1.7
JAZZ,Jazz Pharmaceuticals plc,ASCO,2023,mid,-11.7,-7.93,-4.42,1.94,0.44,-2.13,-0.23
ZYME,Zymeworks Inc.,ASCO,2023,small,-11.8,0.35,-11.26,5.09,1.61,-3.58,-3.34
MRNA,Moderna Inc.,ASCO,2023,large,-7.34,-4.77,3.38,3.38,-2.77,-5.36,-4.81
INAB,IN8bio Inc.,ASCO,2023,micro,200.0,35.19,-2.78,12.1,-19.68,-24.76,-37.14
ZNTL,Zentalis Pharmaceuticals Inc.,ASCO,2023,small,25.1,17.86,-0.3,-12.58,-4.3,-8.15,8.56
KTRA,TuHURA Biosciences Inc.,ASCO,2023,,6.75,2.95,20.33,14.52,-7.77,-2.01,-0.86
ERAS,Erasca Inc.,AACR,2023,small,-10.14,1.97,-1.59,8.39,-8.23,-16.13,-12.26
CLLS,Cellectis S.A.,ASGCT,2023,micro,-11.17,-13.79,-5.91,-8.85,1.08,-1.71,12.57
OLMA,Olema Pharmaceuticals Inc.,ESMO,2023,micro,82.92,75.2,43.41,4.57,4.97,0.9,-18.83
AUTL,Autolus Therapeutics plc,ASCO,2023,small,72.93,63.02,13.82,2.62,-6.71,-8.31,-7.67
KPRX,Kiora Pharmaceuticals Inc.,ARVO,2023,nano,18.7,26.22,4.29,24.43,1.37,-32.42,-42.24
FDMT,4D Molecular Therapeutics Inc.,ARVO,2023,small,18.42,15.56,22.08,3.52,-12.45,-21.83,-17.84
LCTX,"Lineage Cell Therapeutics, Inc.",ARVO,2023,micro,-5.04,-3.65,-5.71,-3.65,4.55,10.61,8.33
DNLI,Denali Therapeutics Inc.,AAN,2023,mid,6.35,7.22,4.66,-0.68,-2.32,-2.28,9.5
CLNN,Clene Inc.,AAN,2023,micro,-27.94,-14.78,-9.26,-0.81,-3.01,-3.88,-5.1
VTRS,Viatris Inc.,AAN,2023,large,-3.5,3.43,-2.03,-2.62,-4.87,-3.01,1.76
STSA,Satsuma Pharmaceuticals Inc.,AAN,2023,,9.57,16.65,45.07,57.25,0.0,2.91,3.88
ADAG,Adagene Inc.,AACR,2023,micro,-14.71,-6.68,7.41,7.41,0.34,-10.34,-8.28
KPTI,Karyopharm Therapeutics Inc.,AACR,2023,small,43.44,30.03,15.62,10.34,-9.8,-18.3,-22.0
EVAX,Evaxion A/S,AACR,2023,nano,42.62,68.93,52.63,48.72,-16.67,-24.71,-25.86
SONN,Sonnet BioTherapeutics Holdings Inc.,AACR,2023,,-56.43,-37.37,9.67,-0.61,-16.02,-30.89,-35.92
LLY,Eli Lilly and Company,AACR,2023,large,16.74,11.62,6.16,2.28,-0.5,3.35,8.55
GMAB,Genmab A/S,AACR,2023,,13.3,15.98,10.12,7.05,0.22,-0.07,-1.73
PFE,Pfizer Inc.,AACR,2023,large,0.1,2.72,0.96,-1.29,-1.55,-3.11,-4.81
TPST,Tempest Therapeutics Inc.,AACR,2023,nano,80.98,143.8,27.16,11.32,-25.08,-28.14,-25.42
RHHBY,Roche Holding AG ADR,AACR,2023,,6.11,10.44,8.0,1.79,-0.49,2.38,1.34
CLLS,Cellectis S.A.,AACR,2023,micro,-4.23,8.51,5.7,4.08,-1.47,-5.39,-4.41
ALLO,Allogene Therapeutics Inc.,AACR,2023,small,-16.69,-9.11,1.01,10.15,-3.81,7.62,10.82
AFMD,Affimed N.V.,AACR,2023,,-15.96,-0.26,1.61,13.47,6.07,8.84,20.18
GMAB,Genmab A/S,UNKNOWN,2023,,12.04,13.19,8.52,4.84,5.35,0.56,0.61
MRUS,Merus N.V.,UNKNOWN,2023,,1.56,-3.56,7.37,6.49,22.64,12.7,-1.74
GERN,Geron Corporation,ASCO,2023,small,34.66,25.19,13.42,7.99,7.1,6.51,-11.24
TCRX,TScan Therapeutics Inc.,ASGCT,2023,micro,81.36,76.55,74.24,-17.73,-17.79,-37.59,-42.11
CABA,Cabaletta Bio Inc.,ASGCT,2023,small,58.56,44.58,-0.66,-7.55,-4.04,-22.34,-8.08
MRNA,Moderna Inc.,ASGCT,2023,large,-20.81,-11.02,-8.54,-3.07,1.13,0.73,2.85
CADL,Candel Therapeutics Inc.,ASGCT,2023,nano,22.97,22.09,3.59,10.28,-1.13,-15.17,-1.71
IMMX,Immix Biopharma Inc.,ASGCT,2023,nano,11.05,2.14,-28.73,-10.33,-8.38,-8.38,7.33
PLRX,Pliant Therapeutics Inc.,ATS,2023,small,-15.55,-25.16,-6.86,-0.37,-2.14,1.4,6.15
LGND,Ligand Pharmaceuticals Incorporated,ASCO,2023,small,-1.22,-3.46,-4.01,-3.0,-3.3,0.97,-1.11
DAWN,Day One Biopharmaceuticals Inc.,ASCO,2023,,-6.07,2.4,-9.56,-5.28,0.65,9.77,4.76
PDSB,PDS Biotechnology Corporation,ASCO,2023,micro,3.73,18.91,7.75,-2.3,18.4,30.29,-18.4
ELEV,Elevation Oncology Inc.,ASCO,2023,,54.36,14.45,-20.37,-21.0,44.52,-11.96,-42.86
TAK,Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of),ASCO,2023,large,-3.51,-2.23,-0.98,0.25,-0.86,-1.11,-0.92
MTEM,Molecular Templates Inc.,ASCO,2023,,-6.12,17.95,9.52,-2.13,2.17,4.35,17.39
IPHA,Innate Pharma S.A.,ASCO,2023,micro,-5.51,-1.39,-1.91,-2.08,4.59,14.13,22.97
SNY,Sanofi,ASCO,2023,large,-9.03,-7.8,-6.31,-4.05,0.73,1.55,3.13
NVS,Novartis AG,ASCO,2023,large,-1.51,-7.18,-3.23,-0.69,2.33,3.94,4.86
GNPX,Genprex Inc.,AACR,2026,nano,-33.33,-30.85,-10.34,7.44,-16.15,-28.46,-27.77
HIND,Vyome Holdings Inc.,AACR,2026,nano,-11.65,1.29,11.37,3.07,-3.4,-10.64,-11.91
XAIR,Beyond Air Inc.,AACR,2026,nano,-32.75,-31.04,-23.27,-13.66,-5.28,-10.46,6.07
NXTC,NextCure Inc.,ASCO,2026,nano,-41.82,-30.51,-37.56,-37.25,-47.19,-53.91,-67.5
MIRA,MIRA Pharmaceuticals Inc.,AACR,2026,nano,-11.02,2.94,-5.41,5.37,6.67,0.0,-0.95
IMMP,Immutep Limited,EULAR,2026,small,-31.36,-8.07,-13.12,-8.52,-7.4,-11.16,-7.99
ADAG,Adagene Inc.,AACR,2026,micro,39.79,9.37,-8.1,3.39,-4.28,-10.33,-7.81
CRBP,Corbus Pharmaceuticals Holdings Inc.,ASCO,2026,micro,-25.31,-23.2,-28.29,-30.31,-4.68,-4.42,5.18
PLRX,Pliant Therapeutics Inc.,AACR,2026,micro,0.0,3.1,1.53,2.31,-3.01,-9.02,-10.53
TOVX,"Theriva Biologics, Inc.",AACR,2026,nano,36.82,35.94,9.74,9.36,62.5,51.01,54.42
ONCY,Oncolytics Biotech Inc.,AACR,2026,micro,3.77,14.52,18.27,5.77,1.82,-0.91,-20.0
CLDI,Calidi Biotherapeutics Inc.,AACR,2026,nano,-38.39,-22.04,-10.67,-18.03,-0.81,-5.95,-0.81
ONCY,Oncolytics Biotech Inc.,AACR,2026,micro,0.95,8.28,10.38,13.98,4.72,-2.83,-17.92
ACRV,Acrivon Therapeutics Inc.,AACR,2026,micro,14.84,7.23,13.38,10.56,-1.12,5.62,21.91
BCYC,Bicycle Therapeutics plc,AACR,2026,small,2.5,22.53,9.0,7.03,-7.5,-10.51,-7.32
BCTX,BriaCell Therapeutics Corp.,AACR,2026,nano,14.77,5.98,2.55,1.14,-9.93,-9.03,-7.67
WHWK,Whitehawk Therapeutics Inc.,AACR,2026,micro,3.68,15.89,23.32,5.75,0.0,-2.36,-0.47
WVE,Wave Life Sciences Ltd.,ATS,2026,small,-4.51,-10.69,-9.37,-4.24,-9.31,-5.76,-15.95
MOLN,Molecular Partners AG,AACR,2026,micro,-10.86,0.0,2.59,3.57,1.15,2.3,-1.38
AGEN,Agenus Inc.,AACR,2026,micro,40.32,19.78,8.87,-6.36,-10.86,-11.99,-5.66
OLMA,Olema Pharmaceuticals Inc.,AACR,2026,small,-21.95,19.46,10.88,5.59,-1.13,-9.1,-13.02
RVMD,Revolution Medicines Inc - Ordinary Shares,AACR,2026,large,51.05,55.18,55.86,9.05,0.18,-11.41,-0.49
EVAX,Evaxion A/S,AACR,2026,small,25.7,22.28,10.84,8.7,-5.56,-5.33,-2.0
TELO,Telomir Pharmaceuticals Inc.,AACR,2026,nano,6.92,8.59,4.51,3.73,-0.72,4.32,-3.6
ALXO,ALX Oncology Holdings Inc.,ESMO-B,2026,micro,2.45,22.94,31.45,22.94,-0.48,-2.39,-4.78
BOLD,Boundless Bio Inc.,AACR,2026,nano,40.35,39.13,40.35,2.56,-3.12,-10.0,-1.88
RHHBY,Roche Holding AG ADR,AACR,2026,,-7.44,8.19,2.58,1.14,-2.61,-0.1,-1.93
ZLAB,Zai Lab Limited,AACR,2026,large,32.06,43.38,20.24,14.98,-9.43,-12.32,-16.91
AZN,AstraZeneca PLC,AACR,2026,,5.45,11.55,0.97,1.27,-4.4,-8.44,-10.42
IDYA,IDEAYA Biosciences Inc.,AACR,2026,mid,-4.22,6.19,8.7,3.86,-5.74,-13.57,-14.29
GLSI,Greenwich LifeSciences Inc.,AACR,2026,small,9.85,4.71,18.76,5.12,-9.52,-10.66,-12.55
AAPG,Ascentage Pharma Group International,AACR,2026,mid,11.27,18.1,-3.55,2.61,-4.67,-12.75,-16.92
IDYA,IDEAYA Biosciences Inc.,AACR,2026,mid,2.17,3.54,4.85,3.32,-6.13,-13.06,-14.77
ENTA,Enanta Pharmaceuticals Inc.,AACR,2026,small,-5.58,14.57,12.18,4.3,-3.71,-8.25,-4.54
INKT,MiNK Therapeutics Inc.,ASGCT,2026,micro,0.18,-4.5,-0.9,-4.83,3.35,-9.06,-5.43
CNTX,Context Therapeutics Inc.,AACR,2026,micro,-22.07,-25.17,-13.74,-9.96,6.64,11.06,7.96
CABA,Cabaletta Bio Inc.,AAN,2026,small,8.52,17.01,14.29,7.5,-9.01,-15.41,11.34
VSTM,Verastem Inc.,SGO,2026,small,-2.27,-4.28,5.67,-0.71,1.25,17.71,5.72
XENE,Xenon Pharmaceuticals Inc.,AAN,2026,mid,42.35,8.66,5.03,1.88,-5.53,-9.11,-3.85
RHHBY,Roche Holding AG ADR,AAN,2026,,-7.44,8.19,2.58,1.14,-2.61,-0.1,-1.93
TGTX,TG Therapeutics Inc.,AAN,2026,mid,26.62,21.38,10.69,6.94,3.65,-6.44,-2.33
ZLAB,Zai Lab Limited,AACR,2026,large,23.8,33.72,18.0,13.36,1.03,-9.55,-12.28
RVMD,Revolution Medicines Inc - Ordinary Shares,AACR,2026,large,46.54,51.33,51.86,-0.53,-3.23,-0.96,0.67
AZN,AstraZeneca PLC,AACR,2026,,1.49,6.11,-1.48,-1.74,0.11,-5.35,-7.85
ARGX,argenx SE,AAN,2026,large,12.7,22.38,9.02,0.74,-4.94,-7.12,-4.76
MRK,Merck & Company Inc.,AACR,2026,large,-3.87,-3.27,-8.62,-4.53,1.83,-1.43,0.89
JAZZ,Jazz Pharmaceuticals plc,AACR,2026,large,9.26,11.1,6.09,0.75,-0.08,0.7,4.79
MNKD,MannKind Corporation,ATTD,2026,small,32.36,28.62,13.04,9.97,-3.02,-6.59,0.55
AVBP,ArriVent BioPharma Inc.,AACR,2026,small,26.5,34.6,18.7,10.64,4.52,2.33,2.5
AGEN,Agenus Inc.,AACR,2026,micro,61.82,29.11,27.06,15.42,-18.37,-14.61,-16.08
ZNTL,Zentalis Pharmaceuticals Inc.,AACR,2026,small,101.74,77.1,72.49,-16.55,-14.01,-8.41,-13.79
INKT,MiNK Therapeutics Inc.,AACR,2026,micro,38.23,51.01,24.21,22.92,-17.38,-21.6,-18.37
TNXP,Tonix Pharmaceuticals Holding Corp.,AACR,2026,micro,-4.66,-11.93,3.6,-5.79,-7.55,-8.22,8.73
CRDF,Cardiff Oncology Inc.,AACR,2026,micro,-4.26,0.0,13.92,13.21,-8.33,-4.44,-8.33
WHWK,Whitehawk Therapeutics Inc.,AACR,2026,micro,20.0,2.36,10.17,9.86,5.38,6.92,2.82
MOLN,Molecular Partners AG,AACR,2026,micro,-15.21,-10.87,8.57,-3.46,5.5,6.7,1.44
OKYO,OKYO Pharma Limited,ASCRS,2026,micro,-11.7,-9.04,-1.31,-3.82,4.64,5.3,4.64
EDSA,Edesa Biotech Inc.,ATS,2026,micro,100.5,69.99,-20.28,-21.59,-9.04,-34.23,-40.67
IPHA,Innate Pharma S.A.,AACR,2026,micro,2.53,27.56,18.25,14.89,-1.85,-12.96,-11.11
VSTM,Verastem Inc.,AACR,2026,small,3.13,18.99,20.07,16.25,-8.05,-15.81,-9.57
ZYME,Zymeworks Inc.,ESMO-B,2026,mid,13.95,0.95,0.66,0.25,-13.47,-13.22,-9.05
AVBP,ArriVent BioPharma Inc.,AACR,2026,small,26.52,41.52,24.61,13.57,-1.56,-4.3,-4.97
ZYME,Zymeworks Inc.,AACR,2026,mid,14.85,15.95,7.12,3.22,2.44,0.32,-4.2
KYTX,Kyverna Therapeutics Inc.,AAN,2026,small,33.93,42.59,20.58,20.19,-9.07,-22.67,-18.13
