iter	Logloss
158	0.3835242705
159	0.3831596829
160	0.3829150049
161	0.382617399
162	0.3822907185
163	0.3817536182
164	0.3812825391
165	0.3808729091
166	0.3805598938
167	0.3802789318
168	0.3800142789
169	0.3796619618
170	0.3792848551
171	0.3790223677
172	0.3787708111
173	0.3783309265
174	0.3778748119
175	0.3776481216
176	0.3773594663
177	0.3770537401
178	0.3768386523
179	0.3765673619
180	0.376284386
181	0.3759902508
182	0.3756568233
183	0.3753800089
184	0.3751228442
185	0.3748271023
186	0.3746082898
187	0.3743184105
188	0.3739972472
189	0.3737853533
190	0.3735567962
191	0.3732788873
192	0.3731023376
193	0.3729318736
194	0.3726476175
195	0.3723540356
196	0.3720243606
197	0.3718843098
198	0.3716523624
199	0.3714348857
200	0.3711619683
201	0.3709731124
202	0.3707329245
203	0.3705612625
204	0.3703861154
205	0.3701572406
206	0.3698922878
207	0.3697823448
208	0.3695419764
209	0.3692576822
210	0.3690543593
211	0.3688116447
212	0.3686182956
213	0.3684610033
214	0.3683230475
215	0.3680677576
216	0.3677731377
217	0.3675262894
218	0.3673413611
219	0.3671708541
220	0.3669349089
221	0.3667666408
222	0.3665123772
223	0.3663259323
224	0.366179893
225	0.3659655628
226	0.3657345388
227	0.3656031129
228	0.3652966091
229	0.3650501429
230	0.3647858711
231	0.3645655343
232	0.3644342088
233	0.3642315101
234	0.3640515857
235	0.3638825787
236	0.3637384297
237	0.3635771963
238	0.3633644889
239	0.3632116801
240	0.3630809121
241	0.3629552587
242	0.3627896069
243	0.3625898993
244	0.3624277576
245	0.362256538
246	0.3620588107
247	0.3619806727
248	0.3618924116
249	0.3617898523
250	0.3615760853
251	0.3612346539
252	0.3610140804
253	0.3607646956
254	0.3606224681
255	0.3605272578
256	0.3604056638
257	0.3601836215
258	0.3600436562
259	0.3599430737
260	0.359807792
261	0.3596274809
262	0.3594546838
263	0.3593291098
264	0.35917015
265	0.3590456083
266	0.3588787966
267	0.3587730105
268	0.3586372899
269	0.3584168069
270	0.3583045031
271	0.3581733142
272	0.3580514595
273	0.3579025217
274	0.3578125888
275	0.3577434165
276	0.3575859579
277	0.3574123777
278	0.3572692985
279	0.3571067948
280	0.3569588464
281	0.3568580137
282	0.356730389
283	0.3566719361
284	0.3563671881
285	0.3562365526
286	0.3560253254
287	0.3558251118
288	0.3557629118
289	0.3556532791
290	0.3555757792
291	0.3554511119
292	0.3553687334
293	0.3552515397
294	0.3551601105
295	0.3550847606
296	0.3549135765
297	0.3548220928
298	0.3547385524
299	0.3546817634
300	0.354592187
301	0.3545133573
302	0.3544416063
303	0.3543040191
304	0.354243161
305	0.3540839602
306	0.3539782576
307	0.3537842092
308	0.3536921723
309	0.3536176953
310	0.3535623489
311	0.3533743743
312	0.3532644624
313	0.3531000979
314	0.3529937569
315	0.3528844531
316	0.3527796745
317	0.3525818748
318	0.3525220139
319	0.3524046654
320	0.3523202117
321	0.3522492456
322	0.3521502464
323	0.3520115768
324	0.3519256225
325	0.3517559339
326	0.3516772619
327	0.3515798831
328	0.3515028291
329	0.3514411391
330	0.3512984443
331	0.351129546
332	0.3510605556
333	0.3509371818
334	0.3508790818
335	0.3507888554
336	0.3506527476
337	0.3505357054
338	0.3503935342
339	0.3502523374
340	0.3500919078
341	0.3499611151
342	0.3498792851
343	0.3498200206
344	0.349774335
345	0.3496249628
346	0.3496026146
347	0.3495457487
348	0.3493938808
349	0.349324298
350	0.349260397
351	0.349182473
352	0.3490905535
353	0.3489763522
354	0.3488827258
355	0.3487432788
356	0.3486199327
357	0.348508967
358	0.348384104
359	0.3482535089
360	0.3482145103
361	0.3481471257
362	0.3480922446
363	0.3479878791
364	0.3479192044
365	0.3478178494
366	0.3477710374
367	0.347724804
368	0.3476354341
369	0.3475211847
370	0.3474759713
371	0.3474073037
372	0.3473281702
373	0.3472182742
374	0.3471514208
375	0.3470612567
376	0.3469097575
377	0.3468257154
378	0.3467383615
379	0.3466914151
380	0.3466258057
381	0.3465607345
382	0.3464766925
383	0.3464242129
384	0.3463083383
385	0.3462537172
386	0.3461670603
387	0.346124038
388	0.3460768037
389	0.346020427
390	0.3458767232
391	0.3458584065
392	0.3457612102
393	0.3457204114
394	0.3456338036
395	0.3454717849
396	0.3453359785
397	0.3452876745
398	0.3452423652
399	0.3452228411
400	0.3451534341
401	0.3450714938
402	0.3450150645
403	0.3448283431
404	0.3447737303
405	0.3446369033
406	0.3445985524
407	0.3445578889
408	0.344499644
409	0.3444291003
410	0.3443477377
411	0.3443024734
412	0.3442426636
413	0.3441050919
414	0.3439729982
415	0.3438867293
416	0.3438396916
417	0.3437472029
418	0.3436711628
419	0.343616503
420	0.343569658
421	0.3435331187
422	0.3434327527
423	0.3434150635
424	0.3433802761
425	0.3432932455
426	0.3432180803
427	0.3431695658
428	0.3431313612
429	0.3430711212
430	0.3429541545
431	0.3428481186
432	0.3428043733
433	0.3427709839
434	0.3427079715
435	0.3426843873
436	0.3426474217
437	0.342590423
438	0.3424860621
439	0.3424391598
440	0.3424124921
441	0.3423687585
442	0.3423072826
443	0.34225484
444	0.3421952581
445	0.3421219198
446	0.3420809608
447	0.3420215899
448	0.341972378
449	0.3418681061
450	0.3418304552
451	0.3417870049
452	0.3417436127
453	0.3416596521
454	0.3415575609
455	0.3414976652
456	0.3414472922
457	0.3414029786
458	0.3413120401
459	0.34127455
460	0.3412338113
461	0.3411615558
462	0.3411106642
463	0.3410534322
464	0.3410228901
465	0.3409427234
466	0.3408812302
467	0.340854775
468	0.3407982244
469	0.3406877493
470	0.3406361939
471	0.3405650057
472	0.340501476
473	0.3404371306
474	0.3403535439
475	0.3402846405
476	0.3402186663
477	0.3401800561
478	0.3401465827
479	0.3401110562
480	0.339998278
481	0.3399466139
482	0.3398967565
483	0.339854741
484	0.3397736394
485	0.3397558516
486	0.3396812225
487	0.3396221651
488	0.3395614971
489	0.3395330068
490	0.3394353052
491	0.3393955521
492	0.3393465803
493	0.3392947712
494	0.3392340381
495	0.3391500695
496	0.3391085507
497	0.3390598064
498	0.3390137453
499	0.3389043012
500	0.338874042
501	0.3388441762
502	0.3387577422
503	0.3387097234
504	0.3386590137
505	0.3385820165
506	0.3385627139
507	0.3385006812
508	0.3384750548
509	0.3383896824
510	0.3383490075
511	0.3382984454
512	0.3382409334
513	0.3381778451
514	0.3381120513
515	0.3380638179
516	0.338024601
517	0.3380099722
518	0.3379374639
519	0.3379165493
520	0.3378831259
521	0.3377554516
522	0.3377033846
523	0.3376595074
524	0.3376086497
525	0.3375704311
526	0.3374670704
527	0.3374415646
528	0.3373875098
529	0.3373436547
530	0.3372999753
531	0.3372659933
532	0.3371917478
533	0.3370906844
534	0.3370392113
535	0.3369944928
536	0.3369275579
537	0.3368829095
538	0.3368016755
539	0.3367685449
540	0.3367509749
541	0.336646995
542	0.3365741217
543	0.3365012043
544	0.3364176802
545	0.3363310764
546	0.3362895079
547	0.3362525831
548	0.3362085697
549	0.3361827097
550	0.3361381134
551	0.3360696404
552	0.3360265986
553	0.3359422909
554	0.3359141085
555	0.3357839523
556	0.3356913042
557	0.3356276347
558	0.3355914274
559	0.3355545273
560	0.335503681
561	0.3354679387
562	0.3354005641
563	0.3353418024
564	0.3353188145
565	0.3352732821
566	0.3352376262
567	0.3352107962
568	0.3351633674
569	0.3351249828
570	0.3351054319
571	0.3350086948
572	0.3349458095
573	0.3349117389
574	0.334863356
575	0.3348305699
576	0.3348131931
577	0.3347668697
578	0.3347202094
579	0.3346781681
580	0.3346536969
581	0.3346224295
582	0.3345748586
583	0.334542605
584	0.3345105427
585	0.3344432373
586	0.3343911011
587	0.3343582552
588	0.3343154905
589	0.3342605194
590	0.3342418106
591	0.3341429299
592	0.3341008319
593	0.3340315225
594	0.3340052008
595	0.3339705963
596	0.3339325174
597	0.3339021604
598	0.3338478095
599	0.3338215319
600	0.3337930397
601	0.3337522639
602	0.333720633
603	0.3337080355
604	0.3336559256
605	0.3336127086
606	0.3335801145
607	0.3335550872
608	0.3335365287
609	0.3334888529
610	0.3334089065
611	0.333391355
612	0.3333056759
613	0.3332883486
614	0.3332731741
615	0.3332441498
616	0.333219944
617	0.3331872228
618	0.3331611959
619	0.3331000812
620	0.3330772619
621	0.3330085003
622	0.3329756414
623	0.332949413
624	0.3328921481
625	0.332871423
626	0.3328265945
627	0.3328035847
628	0.3327191222
629	0.3326887244
630	0.3326443369
631	0.332584131
632	0.3325112165
633	0.3324700236
634	0.3324617248
635	0.3324265654
636	0.3323937103
637	0.3323471021
638	0.3323217653
639	0.3322269018
640	0.332144623
641	0.3320777849
642	0.3320059602
643	0.3319320677
644	0.3318927111
645	0.3318513315
646	0.3318133789
647	0.331781611
648	0.3316961085
649	0.3316846602
650	0.3316433715
651	0.3316286674
652	0.331598615
653	0.3315563662
654	0.3314985056
655	0.3314330557
656	0.3313908348
657	0.3313595409
658	0.3312720524
659	0.3312005913
660	0.3311728729
661	0.3311518309
662	0.331127253
663	0.3310920444
664	0.3310666049
665	0.3310498678
666	0.3309958937
667	0.3309346275
668	0.3308916046
669	0.3308659251
670	0.3308251277
671	0.3307980217
672	0.3307697029
673	0.3307347087
674	0.3306911384
675	0.3306691819
676	0.3306339363
677	0.3305912985
678	0.33056664
679	0.3305359734
680	0.3304993249
681	0.3304755718
682	0.3304202241
683	0.3304066055
684	0.3303279284
685	0.3303053308
686	0.3302763075
687	0.3302072558
688	0.3301669953
689	0.3301143912
690	0.3300754783
691	0.3300077375
692	0.3299486866
693	0.3299271957
694	0.329871685
695	0.3298420646
696	0.3298142564
697	0.3297870637
698	0.3297771383
699	0.3297380032
700	0.3296871529
701	0.3296633781
702	0.3296308068
703	0.329548054
704	0.3295182323
705	0.3294988863
706	0.3294072153
707	0.3293413825
708	0.3293086486
709	0.3292870093
710	0.3292703165
711	0.3292446807
712	0.3292072311
713	0.329195685
714	0.3291709155
715	0.3291110352
716	0.3290660676
717	0.3290141027
718	0.3289591812
719	0.328914174
720	0.328868353
721	0.3288266447
722	0.3287881493
723	0.3287735048
724	0.3287389398
725	0.3286868283
726	0.3286607687
727	0.328591556
728	0.3285559416
729	0.3285418461
730	0.3285074232
731	0.3284836993
732	0.3284569203
733	0.3284280444
734	0.328410289
735	0.3283434517
736	0.3282992374
737	0.3282632379
738	0.3282151352
739	0.3281973486
740	0.3281815693
741	0.3281417502
742	0.3281242747
743	0.3280914996
744	0.3280755469
745	0.3280044741
746	0.3279654987
747	0.3279498179
748	0.3279192085
749	0.3278692016
750	0.3278468994
751	0.3278334294
752	0.3278171506
753	0.3277725443
754	0.3277315739
755	0.3276596657
756	0.3276464281
757	0.3276295171
758	0.3275996205
759	0.3275514306
760	0.3275356496
761	0.327499101
762	0.3274835155
763	0.3274429366
764	0.3274005364
765	0.3273802278
766	0.3273554388
767	0.3273227162
768	0.3272897815
769	0.3272703819
770	0.3272476276
771	0.3272120289
772	0.3271785927
773	0.3271631478
774	0.3271228928
775	0.3270926755
776	0.3270581115
777	0.3270214497
778	0.3270080235
779	0.3269901639
780	0.326953488
781	0.3269128044
782	0.3268705559
783	0.3268134368
784	0.3267730319
785	0.32674817
786	0.3267140559
787	0.3266525418
788	0.3266277363
789	0.3265708257
790	0.3265403401
791	0.3264837385
792	0.3264643177
793	0.3264218158
794	0.3263635886
795	0.3263190487
796	0.3262907711
797	0.3262489145
798	0.3261811367
799	0.3261342175
800	0.3261104236
801	0.3260843295
802	0.3260695775
803	0.3260631076
804	0.3260243654
805	0.3259825778
806	0.3259483065
807	0.3259168445
808	0.3258979722
809	0.3258883867
810	0.3258629585
811	0.3258308473
812	0.3257879878
813	0.3257296023
814	0.3257134724
815	0.3256494092
816	0.3256477902
817	0.3256252941
818	0.3255815126
819	0.3255650419
820	0.325531034
821	0.3255133706
822	0.3254662644
823	0.3254409906
824	0.3254248632
825	0.3253755359
826	0.3253377679
827	0.325300243
828	0.3252579369
829	0.3252130822
830	0.3251816356
831	0.3251156853
832	0.325096633
833	0.3250659033
834	0.3250485356
835	0.324993544
836	0.3249749091
837	0.3249497543
838	0.3249283679
839	0.3248983109
840	0.3248840733
841	0.3248514505
842	0.3248026534
843	0.3247475566
844	0.3247280561
845	0.3247058737
846	0.3246887654
847	0.3246466564
848	0.3246009949
849	0.3245787852
850	0.3245348302
851	0.3244676644
852	0.3244099139
853	0.3243771367
854	0.3243437534
855	0.3242928512
856	0.3242683685
857	0.3242373435
858	0.3241939826
859	0.3241516236
860	0.3241257379
861	0.3240757272
862	0.3240434178
863	0.3240174093
864	0.3239880903
865	0.3239669054
866	0.3239190146
867	0.3238734428
868	0.3238297455
869	0.3237823423
870	0.3237640745
871	0.3237232527
872	0.3236598408
873	0.3235947939
874	0.3235491272
875	0.323503358
876	0.3234927437
877	0.3234779707
878	0.3234322185
879	0.3234080215
880	0.3233831281
881	0.3233595621
882	0.3233298659
883	0.3232911778
884	0.3232727862
885	0.3232628595
886	0.3232522465
887	0.3232246398
888	0.3232056898
889	0.3231748805
890	0.3231388835
891	0.3231120143
892	0.3230823083
893	0.3230621884
894	0.3230063247
895	0.3229789399
896	0.322943126
897	0.3228861659
898	0.3228628465
899	0.3228093377
900	0.3227490858
901	0.322715035
902	0.3226809219
903	0.3226139893
904	0.3225975295
905	0.322575107
906	0.3225432056
907	0.322493418
908	0.322481684
909	0.3224483335
910	0.322394745
911	0.3223620112
912	0.3222729978
913	0.3222274252
914	0.3221992751
915	0.3221447959
916	0.3221292565
917	0.3220804722
918	0.3220551756
919	0.3220183728
920	0.3219893522
921	0.3219545898
922	0.3219273845
923	0.3219039047
924	0.3218884168
925	0.3218381351
926	0.3217931316
927	0.321752403
928	0.3217320542
929	0.32169999
930	0.3216854311
931	0.3216635329
932	0.3216242499
933	0.321574847
934	0.3215660694
935	0.3215220172
936	0.3214868018
937	0.3214551638
938	0.3214017182
939	0.3213475595
940	0.3213322632
941	0.3213095268
942	0.3212850965
943	0.3211996716
944	0.3211608598
945	0.3211319835
946	0.321101421
947	0.3210514895
948	0.3210207305
949	0.320981614
950	0.3209509905
951	0.3208792069
952	0.3208092861
953	0.3207868205
954	0.3207749552
955	0.3207562065
956	0.3207159581
957	0.3206725314
958	0.3206523896
959	0.3206240513
960	0.3205765489
961	0.3205628488
962	0.3205324932
963	0.3205194235
964	0.3204941037
965	0.3204770398
966	0.3204361442
967	0.3204201597
968	0.3204075093
969	0.3203969041
970	0.3203401388
971	0.3203025385
972	0.3202352829
973	0.3201890496
974	0.3201347784
975	0.3201119504
976	0.3200952749
977	0.3200475291
978	0.3200127315
979	0.3199825159
980	0.3199639694
981	0.3199233444
982	0.319852059
983	0.3197863545
984	0.3197347466
985	0.3196907108
986	0.3196441039
987	0.3196235809
988	0.3195911309
989	0.3195500696
990	0.3194577293
991	0.3194469888
992	0.3194232692
993	0.3193974371
994	0.3193465005
995	0.319295721
996	0.3192693981
997	0.3192367487
998	0.3191928093
999	0.3191634281
1000	0.3191345936
1001	0.3190875178
1002	0.3190523853
1003	0.3190277326
1004	0.3189784234
1005	0.3189344202
1006	0.3188891881
1007	0.3188826911
1008	0.3188398379
1009	0.3187903099
1010	0.3187631542
1011	0.3187074237
1012	0.3186674189
1013	0.3186116859
1014	0.3185657513
1015	0.3185154795
1016	0.3184770116
1017	0.3184609762
1018	0.3184329331
1019	0.3184090571
1020	0.3183835025
1021	0.3183350758
1022	0.3182690672
1023	0.3182410025
1024	0.318172964
1025	0.3181279972
1026	0.3180445694
1027	0.3180034129
1028	0.3179656326
1029	0.317911126
1030	0.3178641209
1031	0.3178214591
1032	0.3177576723
1033	0.3177268329
1034	0.3176932677
1035	0.3176649515
1036	0.3176303498
1037	0.3175758699
1038	0.3175477383
1039	0.3175051295
1040	0.3174568494
1041	0.317404088
1042	0.3173651291
1043	0.3173171627
1044	0.3172998028
1045	0.3172752175
1046	0.3172367002
1047	0.3172031136
1048	0.3171513849
1049	0.3171305096
1050	0.3171053867
1051	0.3170553423
1052	0.3170202107
1053	0.3170130541
1054	0.316974447
1055	0.3169431996
1056	0.3169139862
1057	0.3168713029
1058	0.3168571788
1059	0.3168202783
1060	0.3167239711
1061	0.3167070055
1062	0.3167002141
1063	0.3166564042
1064	0.3166233829
1065	0.3165810547
1066	0.316520218
1067	0.3164464351
1068	0.3164086858
1069	0.3163945739
1070	0.3163375488
1071	0.3163186003
1072	0.316238894
1073	0.3162010713
1074	0.3161899656
1075	0.3161567971
1076	0.316122328
1077	0.3160685049
1078	0.3160088178
1079	0.3159895531
1080	0.3159559152
1081	0.3159123924
1082	0.3158640635
1083	0.3158308181
1084	0.3157985817
1085	0.3157594584
1086	0.315729946
1087	0.3156919477
1088	0.3156459364
1089	0.3155965158
1090	0.315581833
1091	0.3155535706
1092	0.3155429561
1093	0.3155003157
1094	0.3154676716
1095	0.3154348347
1096	0.3153528364
1097	0.3153130599
1098	0.3152317542
1099	0.3152005741
1100	0.3151586933
1101	0.315100592
1102	0.3150639481
1103	0.3149944918
1104	0.3149537365
1105	0.3149321076
1106	0.3148908146
1107	0.31483228
1108	0.3148027197
1109	0.3147844824
1110	0.314739306
1111	0.3146734203
1112	0.3146255011
1113	0.3146151547
1114	0.3145997669
1115	0.3145933927
1116	0.3145606233
1117	0.3145179913
1118	0.3144613412
1119	0.3144241085
1120	0.3143785106
1121	0.3143209142
1122	0.3142889328
1123	0.3142490452
1124	0.3142373742
1125	0.3142161022
1126	0.3141865897
1127	0.314164257
1128	0.3141240915
1129	0.314116908
1130	0.3140603339
1131	0.3140299545
1132	0.3140047571
1133	0.31394451
1134	0.3139054948
1135	0.3138388351
1136	0.3137874906
1137	0.3137532719
1138	0.3137273885
1139	0.3136908692
1140	0.3136617927
1141	0.3136335426
1142	0.3136010142
1143	0.3135615105
1144	0.3135216368
1145	0.31348977
1146	0.3134784921
1147	0.3134401178
1148	0.3134331307
1149	0.3134147954
1150	0.3133680341
1151	0.3133425655
1152	0.3132770339
1153	0.313249968
1154	0.3131915862
1155	0.3131447271
1156	0.3131004246
1157	0.3130724097
1158	0.3130220457
1159	0.3130112109
1160	0.312965234
1161	0.3129516054
1162	0.312874326
1163	0.3128358021
1164	0.3127946755
1165	0.3127457726
1166	0.312701751
1167	0.3126713558
1168	0.3126362378
1169	0.3126039061
1170	0.312551996
1171	0.3125303923
1172	0.3125120806
1173	0.312497397
1174	0.3124556968
1175	0.3124252955
1176	0.3123974762
1177	0.3123692384
1178	0.3123280912
1179	0.3122897092
1180	0.3122454945
1181	0.3122195314
1182	0.3121786183
1183	0.3121464068
1184	0.3121085027
1185	0.3120982993
1186	0.3120778623
1187	0.3120407653
1188	0.3119964005
1189	0.311960071
1190	0.3119284731
1191	0.3118659325
1192	0.3118474246
1193	0.3118176114
1194	0.3118032256
1195	0.3117621355
1196	0.3117312256
1197	0.3116876495
1198	0.3116387026
1199	0.3116085536
1200	0.3115689666
1201	0.3115385211
1202	0.3115073348
1203	0.3114745917
1204	0.3114506506
1205	0.3114140865
1206	0.3113544335
1207	0.3113471978
1208	0.3113225653
1209	0.3112982733
1210	0.31126471
1211	0.3112465674
1212	0.3111968077
1213	0.3111516834
1214	0.3111265812
1215	0.3110783923
1216	0.3110510095
1217	0.3110332344
1218	0.3110031808
1219	0.3109936212
1220	0.3109831006
1221	0.3109561568
1222	0.3109380383
1223	0.3109287489
1224	0.3108845572
1225	0.3108553885
1226	0.3108249436
1227	0.310798177
1228	0.3107541024
1229	0.3107242947
1230	0.310676202
1231	0.3106441395
1232	0.3106148092
1233	0.3106015229
1234	0.3105752659
1235	0.3105223443
1236	0.3104849402
1237	0.3104649183
1238	0.3104264442
1239	0.3103978622
1240	0.310369456
1241	0.3103315622
1242	0.3103045043
1243	0.310271541
1244	0.3102394859
1245	0.3102004684
1246	0.310146051
1247	0.3100949532
1248	0.3100635354
1249	0.3100463274
1250	0.3100237085
1251	0.3099736426
1252	0.3099666797
1253	0.3099575612
1254	0.3099288129
1255	0.3098994701
1256	0.3098508386
1257	0.3098235122
1258	0.3098059607
1259	0.3097586557
1260	0.3097369449
1261	0.3097086816
1262	0.3096734663
1263	0.309655841
1264	0.3096150301
1265	0.3096028978
1266	0.3095809662
1267	0.3095520399
1268	0.3095147733
1269	0.3094866573
1270	0.3094694242
1271	0.3094132731
1272	0.3094054772
1273	0.309370948
1274	0.309344627
1275	0.3093378866
1276	0.3093120953
1277	0.3092911689
1278	0.3092613199
1279	0.3092213852
1280	0.3091914624
1281	0.3091639103
1282	0.3091200885
1283	0.3091042307
1284	0.3090725911
1285	0.3090454062
1286	0.3090114654
1287	0.3089815846
1288	0.3089228726
1289	0.3088804365
1290	0.3088607367
1291	0.3088540453
1292	0.3088289992
1293	0.3088065224
1294	0.3087663298
1295	0.3087376079
1296	0.3087187912
1297	0.3086897508
1298	0.3086320686
1299	0.3085873856
1300	0.3085686382
1301	0.3085259679
